x,y,z
0.024539489299058914,-1.0535000562667847,0.3795383807309392
-0.047412220388650894,-1.017909049987793,0.3957438341895632
-0.02474084310233593,-0.9820454716682434,0.3977817728008586
-0.0122086675837636,-0.9464545249938965,0.39556948065839004
-0.0210617333650589,-0.9463182091712952,0.3909199623175852
-3.0407392978668213,-2.0561819076538086,0.37300008098598864
-2.760568618774414,-2.0560455322265625,0.36419081537681175
-2.4814817905426025,-2.0559091567993164,0.35568237727420665
-2.462188243865967,-2.0557727813720703,0.38174585932337807
-2.319037437438965,-2.055636405944824,0.3470973075993293
-2.1524181365966797,-2.055500030517578,0.40436037589263774
-1.9759454727172852,-2.055363655090332,0.33270700462832165
-1.8078526258468628,-2.055227279663086,0.3684008954901291
-1.494929552078247,-2.05509090423584,0.36646736967834465
-1.4544057846069336,-2.0549545288085938,0.371402507258344
-1.4854166507720947,-2.0548181533813477,0.3316688969298907
-1.0251717567443848,-2.0546817779541016,0.3680998283997274
-1.0632694959640503,-2.0545454025268555,0.3620817670025043
-0.9640548825263977,-2.0544090270996094,0.37919813537352015
-2.9544575214385986,-2.0205907821655273,0.3475261926793529
-2.772508144378662,-2.0204544067382812,0.3545286564988457
-2.7295241355895996,-2.0203182697296143,0.33097423882528476
-2.4867076873779297,-2.020181894302368,0.32908704926481613
-2.460970878601074,-2.020045518875122,0.3348333440019477
-2.220653772354126,-2.019909143447876,0.34295683252003506
-1.9234333038330078,-2.01977276802063,0.3483275011552687
-1.8465173244476318,-2.019636392593384,0.3442795335767142
-1.764024257659912,-2.0195000171661377,0.3708045769055134
-1.5443439483642578,-2.0193636417388916,0.3658544131929243
-1.5830291509628296,-2.0192272663116455,0.3479873318549496
-1.338478446006775,-2.0190908908843994,0.35282715864666425
-1.1086708307266235,-2.0189545154571533,0.3665780662169685
-1.0467770099639893,-2.0188181400299072,0.33442678124261227
-0.9998431205749512,-2.018681764602661,0.3694194380468335
-2.8362300395965576,-1.9848636388778687,0.3433298410182229
-2.759106159210205,-1.9847272634506226,0.3600399412778668
-2.682366371154785,-1.9845908880233765,0.3263720738436956
-2.625241279602051,-1.9844545125961304,0.36507302489337434
-2.336594581604004,-1.9843182563781738,0.378863393924845
