x,y,z
0.07736162841320038,-1.0535000562667847,0.3685477288029961
-0.05626312643289566,-1.017909049987793,0.37860915379717625
0.10549296438694,-0.9820454716682434,0.40151377869323057
-0.028131507337093353,-0.9464545249938965,0.39083616440794244
0.11955859512090683,-0.9463182091712952,0.3781891885659912
-2.8447117805480957,-2.0561819076538086,0.34272612811068476
-2.6931540966033936,-2.0560455322265625,0.3231319832730064
-2.542222261428833,-2.0559091567993164,0.36873368583722693
-2.3942177295684814,-2.0557727813720703,0.3574473517348668
-2.2450711727142334,-2.055636405944824,0.3469305436011679
-2.095905065536499,-2.055500030517578,0.37169491924743747
-1.9468683004379272,-2.055363655090332,0.33290680749537566
-1.7980740070343018,-2.055227279663086,0.3670541543553213
-1.648830771446228,-2.05509090423584,0.3605067256538045
-1.5009030103683472,-2.0549545288085938,0.3301664092506047
-1.353184461593628,-2.0548181533813477,0.3194024400081182
-1.2041617631912231,-2.0546817779541016,0.37471381411063887
-1.056448221206665,-2.0545454025268555,0.38040798769861095
-0.9084675312042236,-2.0544090270996094,0.35821892941878963
-2.9772796630859375,-2.0205907821655273,0.3696043214223158
-2.8270392417907715,-2.0204544067382812,0.3764323771922794
-2.6787009239196777,-2.0203182697296143,0.38226368686127793
-2.5282015800476074,-2.020181894302368,0.38821765572943734
-2.380125045776367,-2.020045518875122,0.3438783044350849
-2.2301764488220215,-2.019909143447876,0.32460771856697934
-2.0802366733551025,-2.01977276802063,0.320052188011477
-1.9320076704025269,-2.019636392593384,0.34048706881699475
-1.7837673425674438,-2.0195000171661377,0.3641280302819832
-1.6349602937698364,-2.0193636417388916,0.34041573069244674
-1.4873037338256836,-2.0192272663116455,0.323579871550358
-1.3386468887329102,-2.0190908908843994,0.3397914504023059
-1.1902633905410767,-2.0189545154571533,0.3427752099088736
-1.042340874671936,-2.0188181400299072,0.33150835687460295
-0.8944408893585205,-2.018681764602661,0.36599889960280474
-2.961556911468506,-1.9848636388778687,0.41652625966366846
-2.812795639038086,-1.9847272634506226,0.3387788355051607
-2.664067029953003,-1.9845908880233765,0.33365130274269317
-2.5155770778656006,-1.9844545125961304,0.3725071264767149
-2.364891767501831,-1.9843182563781738,0.38505562072314675
-2.2176716327667236,-1.9841817617416382,0.3332814447196177
-2.067817211151123,-1.9840455055236816,0.34382173623335094
-1.9182777404785156,-1.9839091300964355,0.34985499314649615
-1.7699942588806152,-1.9837727546691895,0.31514160439187605
-1.6207138299942017,-1.9836363792419434,0.3574766225209135
-1.4729743003845215,-1.9835000038146973,0.33784577402329724
-1.3244123458862305,-1.9833636283874512,0.3664504189403144
-1.1761406660079956,-1.983227252960205,0.37364387855242504
-1.0281217098236084,-1.983090877532959,0.35709227986865194
-2.80051851272583,-1.9490000009536743,0.37579613651667637
-2.649195909500122,-1.9488636255264282,0.3252589299975132
-2.501145601272583,-1.9487272500991821,0.35087611054591045
-2.351597785949707,-1.948590874671936,0.3444424792427295
-2.2017569541931152,-1.94845449924469,0.3665477214559791
-2.0532310009002686,-1.9483182430267334,0.36521833934450865
-1.904444694519043,-1.9481817483901978,0.3444465122673618
-1.7552822828292847,-1.9480454921722412,0.4089273088400722
-1.6062637567520142,-1.9479091167449951,0.3653627425011498
-1.4586318731307983,-1.947772741317749,0.344088851879166
-1.3103387355804443,-1.947636365890503,0.33118354141402145
-1.162330150604248,-1.9474999904632568,0.3527063728937395
-1.0141501426696777,-1.9473636150360107,0.37430317163473037
-1.0281267166137695,1.016909122467041,0.3326673334970447
-0.866235613822937,1.0527726411819458,0.35885038356272153
-0.9858937859535217,1.1240909099578857,0.32346372944447155
-1.119655966758728,1.159681797027588,0.33895904740508953
-0.9719310402870178,1.159818172454834,0.3578399009655435
-0.9296860694885254,1.2669999599456787,0.3556959099013259
-1.021159291267395,1.4097727537155151,0.3992796831389919
-0.9930381178855896,1.4812272787094116,0.3359458933006361
-0.6972431540489197,1.4815000295639038,0.33032636758888173
-0.9788674712181091,1.5169545412063599,0.3597243492746278
-0.92253577709198,1.6598635911941528,0.30839023529979015
-1.0563331842422485,1.695454478263855,0.3861581576359479
-1.0422707796096802,1.7311817407608032,0.36145781260004084
-0.7465351223945618,1.7314544916152954,0.32099665732849847
-1.1619285345077515,1.8025000095367432,0.36489354755792086
